rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat,country_long
1804,1.6,Diversified,Marianna Latsis & family,70.0,Greece,Athens,"Banking, shipping",Diversified,Greece,False,F,3/29/1953 0:00,Latsis,Marianna,101.87,"$209,852,761,469 ",10716322.0,39.074208,21.824312
1804,1.6,Real Estate,Lee Yeow Seng,45.0,Malaysia,,"Palm oil, property",Real Estate,Malaysia,False,M,1/1/1978 0:00,Lee,Yeow Seng,121.46,"$364,701,517,788 ",32447385.0,4.210484,101.975766
1804,1.6,Real Estate,Li Sze Lim,66.0,China,Guangzhou,Real estate,Real Estate,Hong Kong,True,M,4/1/1957 0:00,Li,Sze Lim,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Real Estate,Li Wa,57.0,China,Shenzhen,Real estate,Real Estate,Hong Kong,True,M,1/1/1966 0:00,Li,Wa,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Technology,Li Weiwei,46.0,China,Shanghai,Online games,Technology,China,True,M,1/1/1977 0:00,Li,Weiwei,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Technology,Liang Qin & family,51.0,China,Yangzhou,Semiconductor devices,Technology,China,True,F,10/26/1971 0:00,Liang,Qin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Real Estate,Vincent Lo,75.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,4/1/1948 0:00,Lo,Vincent,,,,,
1804,1.6,Telecom,Terence (Terry) Matthews,80.0,Canada,Ottawa,Telecom,Telecom,Canada,True,M,4/1/1943 0:00,Matthews,Terence (Terry),116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
1804,1.6,Technology,Jim McKelvey,57.0,United States,St. Louis,Mobile payments,Technology,United States,True,M,10/19/1965 0:00,McKelvey,Jim,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Real Estate,P.N.C. Menon,74.0,United Arab Emirates,Dubai,Real estate,Real Estate,Oman,True,M,11/17/1948 0:00,Menon,P.N.C.,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818
1804,1.6,Energy,Massimo Moratti,77.0,Italy,Milan,Oil refinery,Energy,Italy,False,M,5/16/1945 0:00,Moratti,Massimo,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1804,1.6,Finance & Investments,Liora Ofer,69.0,Israel,Tel Aviv,Investments,Finance & Investments,Israel,False,F,12/22/1953 0:00,Ofer,Liora,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
1804,1.6,Automotive,Stefan Pierer,66.0,Austria,Wels,Automotive,Automotive,Austria,True,M,11/25/1956 0:00,Pierer,Stefan,118.06,"$446,314,739,528 ",8877067.0,47.516231,14.550072
1804,1.6,Finance & Investments,Andreas Pohl,58.0,Germany,Marburg,Mutual funds,Finance & Investments,Germany,False,M,7/28/1964 0:00,Pohl,Andreas,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1804,1.6,Finance & Investments,"Reinfried Pohl, Jr.",63.0,Germany,Marburg,Mutual funds,Finance & Investments,Germany,False,M,11/2/1959 0:00,Pohl,Reinfried,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1804,1.6,Energy,Michael Polsky,74.0,United States,Chicago,Electric power,Energy,United States,True,M,1/1/1949 0:00,Polsky,Michael,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Manufacturing,Francisco Jose Riberas Mera,58.0,Spain,Madrid,"Steel, autoparts",Manufacturing,Spain,False,M,6/1/1964 0:00,Riberas Mera,Francisco Jose,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922
1804,1.6,Metals & Mining,Juan Maria Riberas Mera,54.0,Spain,Madrid,"Steel, investments",Metals & Mining,Spain,False,M,10/1/1968 0:00,Riberas Mera,Juan Maria,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922
1804,1.6,Food & Beverage,Andres Santo Domingo,44.0,United States,New York,Beer,Food & Beverage,United States,False,M,6/1/1978 0:00,Santo Domingo,Andres,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Food & Beverage,Sathien Sathientham,68.0,Thailand,Bangkok,energy drinks,Food & Beverage,Thailand,True,M,4/20/1954 0:00,Sathientham,Sathien,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
1804,1.6,Manufacturing,Shang Xiaobo & family,49.0,China,Hefei,Manufacturing,Manufacturing,China,True,M,3/30/1974 0:00,Shang,Xiaobo,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Food & Beverage,Yuri Shefler,55.0,Switzerland,Geneva,Alcohol,Food & Beverage,Russia,True,M,9/10/1967 0:00,Shefler,Yuri,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
1804,1.6,Metals & Mining,Evgeny (Eugene) Shvidler,59.0,United Kingdom,London,"Metals, investments",Metals & Mining,United States,True,M,3/23/1964 0:00,Shvidler,Evgeny (Eugene),119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1804,1.6,Technology,Ryan Smith,44.0,United States,Provo,Cloud computing,Technology,United States,True,M,6/28/1978 0:00,Smith,Ryan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Diversified,Zakhar Smushkin,61.0,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,True,M,1/23/1962 0:00,Smushkin,Zakhar,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
1804,1.6,Service,Peter Sperling,63.0,United States,Phoenix,Education,Service,United States,False,M,11/22/1959 0:00,Sperling,Peter,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Diversified,Laurie Tisch,72.0,United States,New York,"Insurance, NFL team",Diversified,United States,False,F,2/19/1951 0:00,Tisch,Laurie,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Diversified,Steven Tisch,74.0,United States,Beverly Hills,Insurance,Diversified,United States,False,M,2/14/1949 0:00,Tisch,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Manufacturing,Michael Tojner,57.0,Austria,Vienna,"Batteries, investments",Manufacturing,Austria,True,M,3/31/1966 0:00,Tojner,Michael,118.06,"$446,314,739,528 ",8877067.0,47.516231,14.550072
1804,1.6,Healthcare,August Troendle,67.0,United States,Cincinnati,Pharmaceutical services,Healthcare,United States,True,M,1/1/1956 0:00,Troendle,August,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Manufacturing,Tseng Sing-ai,,Taiwan,,Petrochemicals,Manufacturing,Taiwan,False,F,,Tseng,Sing-ai,,,,,
1804,1.6,Technology,Sekar Vembu,51.0,India,Chennai,Business software,Technology,India,True,M,1/1/1972 0:00,Vembu,Sekar,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1804,1.6,Energy,Chris Wallin,70.0,Australia,Brisbane,Mining,Energy,Australia,True,M,1/1/1953 0:00,Wallin,Chris,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1804,1.6,Media & Entertainment,Wang Changtian,57.0,China,Beijing,"TV, movie production",Media & Entertainment,China,True,M,4/26/1965 0:00,Wang,Changtian,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Media & Entertainment,Ning Wang & family,36.0,China,Beijing,Toys,Media & Entertainment,China,True,M,1/1/1987 0:00,Wang,Ning,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Technology,Scott Watterson,67.0,United States,Logan,Fitness equipment,Technology,United States,True,M,5/18/1955 0:00,Watterson,Scott,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Energy,Dan Wilks,66.0,United States,Cisco,Natural gas,Energy,United States,True,M,5/30/1956 0:00,Wilks,Dan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Fashion & Retail,Alan Wilson,82.0,Australia,Melbourne,Retailing,Fashion & Retail,Australia,False,M,10/28/1940 0:00,Wilson,Alan,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1804,1.6,Fashion & Retail,Bruce Wilson,76.0,Australia,Melbourne,Retailing,Fashion & Retail,Australia,False,M,4/19/1946 0:00,Wilson,Bruce,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1804,1.6,Fashion & Retail,John Wilson,85.0,Australia,Melbourne,Retailing,Fashion & Retail,Australia,False,M,12/31/1937 0:00,Wilson,John,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1804,1.6,Technology,Anthony Wood,57.0,United States,Palo Alto,Roku,Technology,United States,True,M,12/4/1965 0:00,Wood,Anthony,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Manufacturing,Wu Ying,58.0,China,Xianyang,Materials,Manufacturing,China,True,M,4/16/1964 0:00,Wu,Ying,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Healthcare,Wu Yulan,53.0,China,Lianyungang,Pharmaceuticals,Healthcare,China,True,F,8/26/1969 0:00,Wu,Yulan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Technology,Zhongyi Wu,49.0,China,Xiamen,electronics,Technology,China,True,M,10/28/1973 0:00,Wu,Zhongyi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Manufacturing,Xiang Guangming & family,59.0,China,Wenzhou,Waste disposal,Manufacturing,China,True,M,10/1/1963 0:00,Xiang,Guangming,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Technology,Xue Xiangdong & family,64.0,China,Beijing,Software,Technology,China,True,M,2/10/1959 0:00,Xue,Xiangdong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Healthcare,George Yancopoulos,63.0,United States,Yorktown Heights,Pharmaceuticals,Healthcare,United States,True,M,9/10/1959 0:00,Yancopoulos,George,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1804,1.6,Technology,Steven Meng Yang & family,40.0,China,Changsha,Electronics,Technology,China,True,M,5/1/1982 0:00,Yang,Steven Meng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Automotive,Ye Fan & family,52.0,China,Dongguan,Auto dealerships,Automotive,China,True,M,1/1/1971 0:00,Ye,Fan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Diversified,Yi Dasheng,62.0,China,Changsha,Conglomerate,Diversified,China,True,M,2/1/1961 0:00,Yi,Dasheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Manufacturing,Yu Lili,55.0,China,Changsha,Electronic components,Manufacturing,China,True,F,1/1/1968 0:00,Yu,Lili,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Technology,Zeng Kaitian,48.0,China,Shanghai,Online games,Technology,China,True,M,1/1/1975 0:00,Zeng,Kaitian,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Metals & Mining,Zhang Xuexin & family,75.0,China,Liaocheng,Aluminum,Metals & Mining,China,True,M,7/1/1947 0:00,Zhang,Xuexin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Food & Beverage,Yubai Zhang,58.0,China,Suqian,Wine,Food & Beverage,China,True,M,10/1/1964 0:00,Zhang,Yubai,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1804,1.6,Gambling & Casinos,Fredrik Österberg,52.0,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,True,M,1/19/1971 0:00,Österberg,Fredrik,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
1905,1.5,Food & Beverage,Shiv Kishan Agrawal,82.0,India,Nagpur,Snacks,Food & Beverage,India,False,M,1/1/1941 0:00,Agrawal,Shiv Kishan,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1905,1.5,Diversified,Aziz Akhannouch & family,62.0,Morocco,Casablanca,"Petroleum, diversified",Diversified,Morocco,False,M,1/1/1961 0:00,Akhannouch,Aziz,111.07,"$118,725,279,596 ",36910560.0,31.791702,-7.09262
1905,1.5,Diversified,Hamdi Akin & family,68.0,Turkey,Istanbul,Diversified,Diversified,Turkey,True,M,1/1/1955 0:00,Akin,Hamdi,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322
1905,1.5,Manufacturing,Nerio Alessandri,61.0,Italy,Cesena,Gym equipment,Manufacturing,Italy,True,M,4/8/1961 0:00,Alessandri,Nerio,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1905,1.5,Diversified,Alexandra Andresen,26.0,Norway,Oslo,Investments,Diversified,Norway,False,F,7/23/1996 0:00,Andresen,Alexandra,120.27,"$403,336,363,636 ",5347896.0,60.472024,8.468946
1905,1.5,Diversified,Katharina Andresen,27.0,Norway,Oslo,Investments,Diversified,Norway,False,F,5/21/1995 0:00,Andresen,Katharina,120.27,"$403,336,363,636 ",5347896.0,60.472024,8.468946
1905,1.5,Diversified,Patricia Angelini Rossi,68.0,Chile,Santiago,"Forestry, mining",Diversified,Chile,False,F,4/5/1954 0:00,Angelini Rossi,Patricia,131.91,"$282,318,159,745 ",18952038.0,-35.675147,-71.542969
1905,1.5,Healthcare,Mori Arkin,70.0,Israel,Herzliya Pituach,Pharmaceuticals,Healthcare,Israel,True,M,9/24/1952 0:00,Arkin,Mori,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
1905,1.5,Fashion & Retail,Barbara Benetton,53.0,Italy,Campodoro,"Fashion retail, investments",Fashion & Retail,Italy,False,F,7/2/1969 0:00,Benetton,Barbara,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1905,1.5,Metals & Mining,Angela Bennett,79.0,Australia,Perth,Mining,Metals & Mining,Australia,False,F,4/1/1944 0:00,Bennett,Angela,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1905,1.5,Diversified,Zadik Bino & family,79.0,Israel,Tel Aviv,"Banking, oil",Diversified,Israel,True,M,1/1/1944 0:00,Bino,Zadik,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
1905,1.5,Fashion & Retail,Paolo Bulgari,85.0,Italy,Rome,Luxury goods,Fashion & Retail,Italy,False,M,9/8/1937 0:00,Bulgari,Paolo,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1905,1.5,Food & Beverage,Saket Burman,46.0,United Arab Emirates,Dubai,Consumer goods,Food & Beverage,United Kingdom,False,M,3/10/1977 0:00,Burman,Saket,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818
1905,1.5,Diversified,Ahmet Calik,65.0,Turkey,Istanbul,"Energy, banking, construction",Diversified,Turkey,True,M,3/1/1958 0:00,Calik,Ahmet,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322
1905,1.5,Technology,Safra Catz,61.0,United States,Redwood City,Software,Technology,United States,True,F,12/13/1961 0:00,Catz,Safra,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Logistics,Chang Kuo-Hua,68.0,Taiwan,Taipei,"Shipping, airlines",Logistics,Taiwan,False,M,1/1/1955 0:00,Chang,Kuo-Hua,,,,,
1905,1.5,Manufacturing,Chu Jian,60.0,China,Hangzhou,Manufacturing,Manufacturing,China,True,M,4/1/1963 0:00,Chu,Jian,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Diversified,Sandor Csanyi,70.0,Hungary,Budapest,"Finance, real estate",Diversified,Hungary,True,M,3/20/1953 0:00,Csanyi,Sandor,121.64,"$160,967,157,504 ",9769949.0,47.162494,19.503304
1905,1.5,Finance & Investments,Ana Lucia de Mattos Barretto Villela,49.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,False,F,10/25/1973 0:00,de Mattos Barretto Villela,Ana Lucia,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1905,1.5,Manufacturing,Federico De Nora,55.0,Italy,Milan,Electrodes,Manufacturing,Italy,False,M,3/23/1968 0:00,De Nora,Federico,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1905,1.5,Technology,Bharat Desai,70.0,United States,Fisher Island,IT consulting,Technology,United States,True,M,11/20/1952 0:00,Desai,Bharat,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Diversified,Mohammed Dewji,47.0,Tanzania,Dar es Salaam,Diversified,Diversified,Tanzania,False,M,5/8/1975 0:00,Dewji,Mohammed,187.43,"$63,177,068,175 ",58005463.0,-6.369028,34.888822
1905,1.5,Finance & Investments,Egon Durban,49.0,United States,Atherton,Private equity,Finance & Investments,United States,True,M,8/23/1973 0:00,Durban,Egon,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Manufacturing,Fu Mingkang & family,60.0,China,Ningbo,Manufacturing,Manufacturing,China,True,M,3/17/1963 0:00,Fu,Mingkang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Media & Entertainment,Alan Gerry,94.0,United States,Liberty,Cable television,Media & Entertainment,United States,True,M,12/25/1928 0:00,Gerry,Alan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Fashion & Retail,Philippe Ginestet & family,69.0,France,Pujols,Retail stores,Fashion & Retail,France,True,M,1/1/1954 0:00,Ginestet,Philippe,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
1905,1.5,Logistics,G. Gnanalingam,78.0,Malaysia,Kuala Lumpur,Ports,Logistics,Malaysia,True,M,9/10/1944 0:00,Gnanalingam,G.,121.46,"$364,701,517,788 ",32447385.0,4.210484,101.975766
1905,1.5,Fashion & Retail,Esther Grether,87.0,Switzerland,Basel,Art collection,Fashion & Retail,Switzerland,False,F,1/1/1936 0:00,Grether,Esther,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
1905,1.5,Manufacturing,Wei Gu,58.0,China,Shenzhen,Consumer electronics,Manufacturing,China,True,M,1/27/1965 0:00,Gu,Wei,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Technology,Patrick Hanrahan,67.0,United States,Portola Valley,Software,Technology,United States,True,M,5/8/1955 0:00,Hanrahan,Patrick,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Finance & Investments,Kenneth Hao,54.0,United States,Hillsborough,Private equity,Finance & Investments,United States,True,M,9/11/1968 0:00,Hao,Kenneth,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Finance & Investments,Jaroslav Hascak & family,53.0,Slovakia,Bratislava,Investments,Finance & Investments,Slovakia,True,M,8/30/1969 0:00,Hascak,Jaroslav,115.34,"$105,422,304,976 ",5454073.0,48.669026,19.699024
1905,1.5,Manufacturing,He Zhenggang,69.0,China,Leshan,Chemicals,Manufacturing,China,True,M,3/25/1954 0:00,He,Zhenggang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Real Estate,Niranjan Hiranandani,73.0,India,Mumbai,Real estate,Real Estate,India,True,M,3/8/1950 0:00,Hiranandani,Niranjan,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1905,1.5,Finance & Investments,Ho Hung Anh,52.0,Vietnam,Hanoi,"Consumer products, banking",Finance & Investments,Vietnam,True,M,6/8/1970 0:00,Ho,Hung Anh,163.52,"$261,921,244,843 ",96462106.0,14.058324,108.277199
1905,1.5,Technology,Archie Hwang,70.0,Taiwan,Taipei,Semiconductors,Technology,Taiwan,True,M,8/20/1952 0:00,Hwang,Archie,,,,,
1905,1.5,Media & Entertainment,Peter Jackson,61.0,New Zealand,Wellington,"Movies, digital effects",Media & Entertainment,New Zealand,True,M,10/31/1961 0:00,Jackson,Peter,114.24,"$206,928,765,544 ",4841000.0,-40.900557,174.885971
1905,1.5,Finance & Investments,Stephen Jarislowsky,97.0,Canada,Montreal,Money management,Finance & Investments,Canada,True,M,9/9/1925 0:00,Jarislowsky,Stephen,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
1905,1.5,Healthcare,Rajeev Juneja,57.0,India,Delhi,Phamaceuticals,Healthcare,India,True,M,7/28/1965 0:00,Juneja,Rajeev,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1905,1.5,Healthcare,Ramesh Juneja,67.0,India,Delhi,Pharmaceuticals,Healthcare,India,True,M,7/28/1955 0:00,Juneja,Ramesh,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
1905,1.5,Diversified,Ke Xiping & family,62.0,China,Xiamen,Investments,Diversified,China,True,M,6/7/1960 0:00,Ke,Xiping,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Diversified,Kim Jun-ki,78.0,South Korea,Seoul,Diversified,Diversified,South Korea,True,M,12/4/1944 0:00,Kim,Jun-ki,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
1905,1.5,Fashion & Retail,Sidney Kimmel,95.0,United States,New York,Retail,Fashion & Retail,United States,True,M,1/16/1928 0:00,Kimmel,Sidney,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Food & Beverage,Jim Koch,73.0,United States,Newton,Beer,Food & Beverage,United States,True,M,5/27/1949 0:00,Koch,Jim,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Real Estate,Raj Kumar,68.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,True,M,5/25/1954 0:00,Kumar,Raj,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
1905,1.5,Diversified,Spiro Latsis & family,76.0,Switzerland,Geneva,"Banking, shipping",Diversified,Greece,False,M,8/15/1946 0:00,Latsis,Spiro,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
1905,1.5,Manufacturing,Peter Leibinger,56.0,Germany,Schwieberdingen,Machine tools,Manufacturing,Germany,False,M,1/1/1967 0:00,Leibinger,Peter,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1905,1.5,Manufacturing,Regine Leibinger,60.0,Germany,Berlin,Machine tools,Manufacturing,Germany,False,F,1/1/1963 0:00,Leibinger,Regine,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1905,1.5,Manufacturing,Nicola Leibinger-Kammueller,63.0,Germany,Berlin,Manufacturing,Manufacturing,Germany,False,F,12/15/1959 0:00,Leibinger-Kammueller,Nicola,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
1905,1.5,Manufacturing,Li Jianli,50.0,China,Shenzhen,Lithium-ion battery cap,Manufacturing,China,True,M,9/27/1972 0:00,Li,Jianli,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Manufacturing,Li Jiaquan,59.0,China,Chengdu,Chemicals,Manufacturing,China,True,M,9/6/1963 0:00,Li,Jiaquan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Fashion & Retail,Li Rucheng,71.0,China,Ningbo,Apparel,Fashion & Retail,China,True,M,6/13/1951 0:00,Li,Rucheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Manufacturing,Li Shui-po,66.0,China,Kunshan,Stainless steel products,Manufacturing,Taiwan,True,M,8/1/1956 0:00,Li,Shui-po,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Technology,Scott Lin,90.0,Taiwan,Taichung,Optical components,Technology,Taiwan,True,M,1/1/1933 0:00,Lin,Scott,,,,,
1905,1.5,Manufacturing,Liu Xiucai & family,66.0,China,Shanghai,Chemicals,Manufacturing,United States,True,M,3/1/1957 0:00,Liu,Xiucai,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Automotive,Lu Zhongfang,80.0,China,Tonghua,Education,Automotive,China,True,F,12/1/1942 0:00,Lu,Zhongfang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Logistics,Lu Zongjun,59.0,China,Shanghai,Logistics,Logistics,China,True,M,6/1/1963 0:00,Lu,Zongjun,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
1905,1.5,Diversified,Youssef Mansour,77.0,Egypt,Cairo,Diversified,Diversified,Egypt,True,M,5/21/1945 0:00,Mansour,Youssef,288.57,"$303,175,127,598 ",100388073.0,26.820553,30.802498
1905,1.5,Real Estate,Bruce Mathieson,79.0,Australia,Gold Coast,Hotels,Real Estate,Australia,True,M,2/14/1944 0:00,Mathieson,Bruce,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
1905,1.5,Diversified,Romano Minozzi,88.0,Italy,Spilamberto,"Utilities, diversified",Diversified,Italy,True,M,3/6/1935 0:00,Minozzi,Romano,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1905,1.5,Finance & Investments,Greg Mondre,48.0,United States,New York,Private equity,Finance & Investments,United States,True,M,5/20/1974 0:00,Mondre,Greg,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Fashion & Retail,Mario Moretti Polegato & family,70.0,Italy,Crocetta del Montello,Shoes,Fashion & Retail,Italy,True,M,8/16/1952 0:00,Moretti Polegato,Mario,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
1905,1.5,Service,Robert Mouawad,78.0,Bahrain,Manama,Fine jewelry,Service,Lebanon,False,M,1/1/1945 0:00,Mouawad,Robert,117.59,"$38,574,069,149 ",1501635.0,26.0667,50.5577
1905,1.5,Logistics,Jerry Moyes & family,79.0,United States,Tolleson,Transportation,Logistics,United States,True,M,1/15/1944 0:00,Moyes,Jerry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Technology,John Ocampo,63.0,United States,Los Altos,Semiconductors,Technology,United States,True,M,4/5/1959 0:00,Ocampo,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Diversified,Stefan Olsson,74.0,United Kingdom,London,Diversified,Diversified,Sweden,False,M,1/1/1949 0:00,Olsson,Stefan,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
1905,1.5,Energy,Rubens Ometto Silveira Mello,73.0,Brazil,Sao Paulo,"Sugar, ethanol",Energy,Brazil,False,M,1/1/1950 0:00,Ometto Silveira Mello,Rubens,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
1905,1.5,Finance & Investments,Anne Marie See Pastor,,Peru,,Finance,Finance & Investments,Peru,False,F,,Pastor,Anne Marie See,,,,-9.189967,-75.015152
1905,1.5,Finance & Investments,George Pastor,,Peru,,Finance,Finance & Investments,Peru,False,M,,Pastor,George,,,,-9.189967,-75.015152
1905,1.5,Finance & Investments,Nelson Peltz,80.0,United States,Bedford,Investments,Finance & Investments,United States,True,M,6/1/1942 0:00,Peltz,Nelson,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
1905,1.5,Construction & Engineering,David Penaloza Alanis,49.0,Mexico,Mexico City,Toll roads,Construction & Engineering,Mexico,False,M,1/1/1974 0:00,Penaloza Alanis,David,141.54,"$1,258,286,717,125 ",126014024.0,23.634501,-102.552784
